dateAdded,url,title
2021-05-07,https://resurface.io/blog/api-security-put-the-sec-in-devsecops,API Security: Put the Sec in DevSecOps — Resurface
2021-05-10,http://designresearch.works/chi2021-hdi-workshop/a-manifesto.html,A Manifesto For HDI Research
2021-05-14,https://5arkovacevic.medium.com/is-this-the-right-http-response-code-ad7117ee34da,Is This the Right HTTP Response Code?
2021-05-14,https://api.gov.uk/apim,DRAFT | API Management Guidance
2021-05-14,https://blog.stoplight.io/api-design-and-governance-problems-are-not-always-technical/,API Design and Governance Problems Are Not Always Technical
2021-05-14,https://medium.com/null-exception/graphql-what-why-and-how-with-dotnet-core-73a3a5109f67,"GraphQL: What, Why and How with Dotnet Core | Null Exception"
2021-05-14,https://nordicapis.com/11-tips-for-creating-an-api-style-guide/,11 Tips for Creating an API Style Guide | Nordic APIs
2021-05-14,https://www.pentestpartners.com/security-blog/tour-de-peloton-exposed-user-data/,Tour de Peloton: Exposed user data | Pen Test Partners
2021-05-14,https://www.theverge.com/2021/5/5/22421329/peloton-api-bug-customer-data-exposed,A bug in Peloton’s API may have exposed a whole lot of user data - The Verge
2021-05-21,https://f.hubspotusercontent40.net/hubfs/440197/Cloud-Elements-2021-SOAI.pdf,The State of API Integration Report 2021
2021-05-21,https://nordicapis.com/expect-the-unexpected-the-rise-of-functional-attacks/,Expect the Unexpected: The Rise of Functional Attacks | Nordic APIs
2021-05-21,https://tech.ebayinc.com/engineering/asyncapi-2-0-enabling-the-event-driven-world/,AsyncAPI 2.0: Enabling the Event-Driven World
2021-05-21,https://www.asyncapi.com/blog/websocket-part3,From API-First to Code Generation - A WebSocket Use Case | AsyncAPI Initiative for event-driven APIs
2021-05-21,https://www.infoq.com/news/2021/05/ebay-adopts-asyncapi/,eBay Adopts AsyncAPI for Asynchronous API Contracts
2021-05-28,https://blog.routable.com/whats-next-for-our-api/,What's next for the Routable API?
2021-05-28,https://cybernews.com/security/report-how-cybercriminals-abuse-api-keys-to-steal-millions/,Report: how cybercriminals abuse API keys to steal millions
2021-05-28,https://dzone.com/articles/hands-on-with-spectral-api-linting,Hands-on With Spectral: Using API Linting for Better API Design and Governance [Video] - DZone Integration
2021-05-28,https://eng.uber.com/architecture-api-gateway/,The Architecture of Uber's API gateway - Uber Engineering BlogUber Engineering
2021-05-28,https://www.dnd5eapi.co/,D&D 5th Edition API
2021-06-11,https://apihandyman.io/6-reasons-why-generating-openapi-from-code-when-designing-and-documenting-apis-sucks/,API Handyman | 6 reasons why generating OpenAPI from code when designing and documenting APIs sucks
2021-06-11,https://dwpdigital.blog.gov.uk/2021/05/24/podcast-what-are-apis-and-how-do-you-use-them/,Podcast: What are APIs and how do you use them? - DWP Digital
2021-06-11,https://insidebigdata.com/2021/05/29/apis-the-real-ml-pipeline-everyone-should-be-talking-about/,APIs: The Real ML Pipeline Everyone Should Be Talking About - insideBIGDATA
2021-06-11,https://nordicapis.com/a-guide-to-api-first-design/,A Guide to API-First Design | Nordic APIs
2021-06-11,https://nordicapis.com/everything-you-need-to-know-about-api-versioning/,Everything You Need to Know About API Versioning | Nordic APIs
2021-06-25,https://medium.com/geekculture/the-api-economy-2ea9d3e10d72,The API Economy. The sudden emergence of the API economy… | Geek Culture
2021-06-30,https://restoreprivacy.com/linkedin-data-leak-700-million-users/,New LinkedIn Data Leak Leaves 700 Million Users Exposed - RestorePrivacy
2021-07-02,https://apisyouwonthate.com/blog/understanding-rpc-rest-and-graphql,"Understanding RPC, REST and GraphQL | APIs You Won't Hate"
2021-07-02,https://nordicapis.com/10-api-economy-terms-you-should-know/,10 API Economy Terms You Should Know | Nordic APIs
2021-07-02,https://smizell.com/posts/2021/06/moving-from-high-to-low-schema-entropy/,Moving From High to Low Schema Entropy - Stephen Mizell
2021-07-02,https://techcrunch.com/2021/07/01/months-later-were-still-making-sense-of-the-supreme-courts-api-copyright-ruling/,"Months later, we’re still making sense of the Supreme Court’s API copyright ruling – TechCrunchShare on Twitter"
2021-07-09,http://mamund.site44.com/talks/2021-06-apis-of-the-future/,APIs of the Future : Are You Ready?
2021-07-09,http://www.gentlydownthe.stream/,Gently Down the Stream
2021-07-09,https://nordicapis.com/center-of-excellence-coe-vs-center-of-enablement-c4e/,Center of Excellence (CoE) vs. Center of Enablement (C4E) | Nordic APIs
2021-07-09,https://stoplight.io/blog/what-makes-a-great-developer-portal/,What Makes a Great Developer Portal?
2021-07-09,https://www.swyx.io/api-economy/,The Light and Dark Side of the API Economy
2021-07-09,https://www.zdnet.com/article/apis-microservices-succeed-as-long-as-the-organization-doesnt-get-in-the-way/,"APIs, microservices succeed as long as the organization doesn't get in the way | ZDNet"
2021-07-16,https://apievangelist.com/2021/07/13/seeing-api-change/,Seeing API Change
2021-07-16,https://apihandyman.io/reading-thoughtworks-technology-radar-24/,API Handyman | Adopt and not assess OpenAPI linters and other thoughts reading Thoughtworks Technology Radar 24
2021-07-16,https://nordicapis.com/8-unexpected-challenges-of-running-an-api-as-a-product/,8 Unexpected Challenges of Running an API-as-a-Product | Nordic APIs
2021-07-16,https://nordicapis.com/ebook-released-api-as-a-product/,eBook Released: API-as-a-Product | Nordic APIs
2021-07-16,https://thenextweb.com/news/open-apis-are-the-sexiest-thing-to-ever-happen-to-government-services,Open APIs are the sexiest thing to ever happen to government services
2021-07-16,https://www.youtube.com/watch?v=Il5btHG_D74,Hands-On With Spectral: Using API Linting for Better API Design and API Governance
2021-07-16,https://www.youtube.com/watch?v=MtAPj230BbI,Apidays LIVE interface 2021 - Human Centered API Governance By Arnaud Lauret
2021-07-23,https://devops.com/a-funny-thing-happened-on-the-way-to-api-management/,A Funny Thing Happened On the Way to API Management - DevOps.com
2021-07-23,https://shopify.engineering/rate-limiting-graphql-apis-calculating-query-complexity,Rate Limiting GraphQL APIs by Calculating Query Complexity — Development (2021)
2021-07-23,https://www.infoq.com/podcasts/asyncapi/,Fran Méndez on AsyncAPI
2021-07-23,https://www.talkabouttechpodcast.com/1712587/8862439-from-technical-stories-to-user-stories-apis-and-the-evolution-of-the-tech-industry-with-lorinda-brandon-and-mike-amundsen,From technical stories to user stories: APIs and the evolution of the tech industry with Lorinda Brandon and Mike Amundsen
2021-07-30,http://apihandyman.io/an-api-gateway-alone-will-not-secure-your-api/,API Handyman | An API Gateway alone will not secure your API
2021-07-30,https://blog.axway.com/amplify-products/api-management/spectral-as-part-of-your-api-platform-and-your-api-governance,Spectral as part of your API platform and your API governance
2021-07-30,https://nordicapis.com/api-expert-report-finds-increasing-overall-api-quality/,API.expert Report Finds Increasing Overall API Quality | Nordic APIs
2021-07-30,https://tyk.io/the-six-hats-of-the-api-architect/,The Six Hats of the API Architect - Tyk API Gateway and API Management
2021-08-06,https://blog.stoplight.io/why-you-should-view-your-apis-as-products,Why You Should View Your APIs as Products
2021-08-06,https://devops.com/our-api-mess-is-coming/,Our API Mess is Coming - DevOps.com
2021-08-06,https://www.gartner.com/en/documents/4004085,"Hype Cycle for APIs and Business Ecosystems, 2021"
2021-08-06,https://www.youtube.com/watch?v=RexFqicHZrE,Apidays LIVE interface 2021 - 10 Keys for Turning APIs into a Job Promotion By Brenton House
2021-08-06,https://www.youtube.com/watch?v=xqU3Efnd5G0&list=PLmEaqnTJ40Or6xpWGCX7Z9ej40fzGcd9g&index=7,Apidays LIVE interface 2021 - API First mentality By Tanya Vlahovic
2021-08-13,https://securityboulevard.com/2021/08/developing-best-practices-for-api-security/,Developing Best Practices for API Security - Security Boulevard
2021-08-13,https://slack.engineering/how-we-design-our-apis-at-slack/,How We Design Our APIs at Slack - Slack Engineering
2021-08-13,https://tyk.io/a-case-study-in-api-platform-growth/,A Case Study in API Platform Growth - Tyk API Gateway and API Management
2021-08-13,https://www.mnot.net/blog/2021/06/21/standards-competition-governance,mnot’s blog: How the Next Layer of the Internet is Going to be Standardised
2021-08-13,https://www.torryharris.com/blog/5-key-challenges-governance-can-help-firms-face-on-their-digital-transformation-journeys,Top 5 digital transformation challenges that governance can help
2021-08-20,https://blog.stoplight.io/api-first-vs.-api-design-first-a-comprehensive-guide,API-First vs. API Design-First: A Comprehensive Guide
2021-08-20,https://developer.salesforce.com/blogs/2021/08/make-api-version-retirements-a-no-op,Salesforce DevelopersMake API Version Retirements a No-Op | Salesforce Developers Blog
2021-08-20,https://hackernoon.com/nerds-dont-respond-to-marketing-try-technical-documentation-instead,Nerds Don't Respond To Marketing; Try Technical Documentation Instead | Hacker Noon
2021-08-20,https://thenewstack.io/api-technology-trends-in-2021/,API Technology Trends in 2021 – The New Stack
2021-08-20,https://www.akitasoftware.com/blog-posts/the-software-heterogeneity-problem-or-why-we-didnt-build-on-graphql,"The Software Heterogeneity Problem, or Why We Didn't Build on GraphQL — Akita Software"
2021-08-20,https://www.infoq.com/articles/github-monolith-microservices/,GitHub’s Journey from Monolith to Microservices
2021-08-27,https://blog.postman.com/what-we-learned-from-200000-openapi-files/,"What We Learned from 200,000 OpenAPI Files | Postman Blog"
2021-08-27,https://labs.detectify.com/2021/08/10/how-to-hack-apis-in-2021/,How to Hack APIs in 2021 by Hakluke and Farah Hawa | Detectify Labs
2021-08-27,https://matthewreinbold.com/2021/08/18/OneWayToImproveAPIGuidance/,One Way to Improve API Guidance
2021-08-27,https://nordicapis.com/best-public-api-of-2021/,Best Public API of 2021 | Nordic APIs
2021-08-27,https://nordicapis.com/whats-the-difference-between-rest-and-restful/,What's the Difference Between REST and RESTful? | Nordic APIs
2021-09-10,https://apihandyman.io/an-api-design-review-is-based-on-facts-not-opinions/,"API Handyman | An API design review is based on facts, not opinions"
2021-09-10,https://blog.stoplight.io/people-will-love-your-consistent-api-design,People Will Love Your Consistent API Design
2021-09-10,https://nordicapis.com/api-specifications-calm-chaos-of-digital-transformation-part-2/,API Specifications Calm Chaos of Digital Transformation (Part 2) | Nordic APIs
2021-09-10,https://nordicapis.com/top-oauth-api-vulnerabilities/,Top OAuth API Vulnerabilities | Nordic APIs
2021-09-10,https://useoptic.com/blog/making-design-first-and-code-first-work-for-everyone/,Making Design First and Code First Work for Everyone | Optic
2021-09-10,https://wundergraph.com/blog/the_complete_graphql_security_guide_fixing_the_13_most_common_graphql_vulnerabilities_to_make_your_api_production_ready,The complete GraphQL Security Guide: Fixing the 13 most common GraphQL Vulnerabilities to make your API production ready - WunderGraph
2021-09-10,https://www.asyncapi.com/blog/openapi-vs-asyncapi-burning-questions,AsyncAPI vs OpenAPI: Answers to Your Burning Questions About Two Leading API Specs | AsyncAPI Initiative for event-driven APIs
2021-09-17,https://apievangelist.com/2021/02/11/gathering-my-thoughts-on-api-discovery/,Gathering My Thoughts on API Discovery
2021-09-17,https://fly.io/blog/api-tokens-a-tedious-survey/,API Tokens: A Tedious Survey · FlyFlyBlogFly
2021-09-17,https://securityboulevard.com/2021/09/some-recent-api-security-related-gaffes-and-how-they-might-have-been-avoided/,"Some Recent API Security Related Gaffes, And How They Might Have Been Avoided - Security Boulevard"
2021-09-17,https://www.infoq.com/news/2021/09/api-design-first-addr/,"API Design-First Using the ""Align-Define-Design-Refine"" Process"
2021-09-24,https://apievangelist.com/2021/09/20/building-an-api-platform-that-will-support-the-future/,Building an API Platform That Will Support the Future
2021-09-24,https://blog.dream11engineering.com/lessons-learned-from-running-graphql-at-scale-2ad60b3cefeb,"Lessons learned from running GraphQL at scale | Dream11 Engineering"
2021-09-24,https://dataconnect.api.gov.uk/schedule,DataConnect21
2021-09-24,https://nordicapis.com/graphql-microservices-gqlms-as-a-backend-a-netflix-case-study/,GraphQL Microservices (GQLMS) as a Backend: A Netflix Case Study | Nordic APIs
2021-09-24,https://securityboulevard.com/2021/09/improving-development-and-security-collaboration-with-api-specification-frameworks/,Improving Development and Security Collaboration With API Specification Frameworks - Security Boulevard
2021-09-24,https://www.adalovelaceinstitute.org/report/participatory-data-stewardship/,Participatory data stewardship | Ada Lovelace Institute
2021-09-25,https://pautva.github.io/dd3-wireframes/,Designing geospatial data portals
2021-10-08,https://blog.bitsrc.io/api-versioning-dos-and-don-ts-4bd9db073f2a,"API Versioning Do’s and Don’ts. It’s never too soon to get started… | Bits and Pieces"
2021-10-08,https://blog.stoplight.io/drinking-api-design-first-champagne,Drinking API Design-First Champagne
2021-10-08,https://cacm.acm.org/magazines/2021/3/250706-a-second-conversation-with-werner-vogels/fulltext,A Second Conversation with Werner Vogels
2021-10-08,https://matthewreinbold.com/2021/10/01/WeMadeAnAPIDescription/,"We Made an API Description, Now What?"
2021-10-08,https://smartbear.com/news/news-releases/smartbear-releases-results-of-2021-state-of-softwa/,SmartBear Releases Results of 2021 State of Software Quality | API Survey
2021-10-08,https://www.gov.uk/guidance/using-graphql-for-your-api,Using GraphQL for your API - GOV.UK
2021-10-08,https://www.lastweekinaws.com/blog/how-aws-dumps-the-mental-burden-of-inconsistent-apis-on-developers/,How AWS dumps the mental burden of inconsistent APIs on developers
2021-10-10,https://blog.thegovlab.org/post/a-curation-of-tools-for-re-use,The Governance Lab
2021-10-10,https://www.bloomberg.com/news/features/2021-09-25/why-every-government-needs-a-covid-dashboard,Bloomberg - Are you a robot?
2021-10-15,https://blog.stoplight.io/is-your-organization-ready-to-build-apis-answer-these-3-questions-first,Is Your Organization Ready to Build APIs? Answer These 3 Questions First
2021-10-15,https://expeditedsecurity.com/api-security-best-practices-megaguide/,API Security Best Practices MegaGuide
2021-10-15,https://expeditedsecurity.com/whitepapers/API_Security_Best_Practices_MegaGuide.pdf,API Security Best Practices MegaGuide (PDF Download)
2021-10-15,https://medium.com/@Growth_at_Wundergraph/graphql-is-not-meant-to-be-exposed-over-the-internet-f502a61a64d6,GraphQL is not meant to be exposed over the internet
2021-10-15,https://securityboulevard.com/2021/10/apis-and-security-whats-a-security-officer-to-do/,APIs and Security: What's a Security Officer to Do? - Security Boulevard
2021-10-15,https://www.pentestpartners.com/security-blog/free-brewdog-beer-with-a-side-order-of-shareholder-pii/,Free BrewDog beer with a side order of shareholder PII? | Pen Test Partners
2021-10-22,https://building.brex.com/building-the-brex-api-52dcb26cacc8,"Building the Brex API. When we spoke to some of our power… | Building Brex"
2021-10-22,https://httptoolkit.tech/blog/status-targeted-caching-headers/,New HTTP standards for caching on the modern web | HTTP Toolkit
2021-10-22,https://nooshu.com/blog/2020/08/12/a-vary-unusual-waterfall/,A 'Vary' unusual waterfall - Matt Hobbs
2021-10-22,https://tyk.io/blog/scaling-an-api-programme-through-api-coaching/,Scaling an API programme through API coaching - Tyk API Gateway and API Management
2021-10-22,https://thttps://www.scmagazine.com/analysis/application-security/critical-flaws-found-in-interoperability-backbone-fhir-apis-vulnerable-to-abuse,Critical flaws found in interoperability backbone: FHIR APIs vulnerable to abuse
2021-10-22,https://www.datacenterknowledge.com/security/api-attacks-breaches-piling,"API Attacks, Breaches Piling Up"
2021-10-22,https://apihandyman.io/excuse-my-french-api-or-being-an-english-as-a-second-language-api-designer/,"Excuse my French API, or being an English as a second language API designer"
2021-10-22,https://www.nature.com/articles/d41586-021-02693-2,Reboot AI with human values
2021-10-29,https://aaronparecki.com/2019/12/12/21/its-time-for-oauth-2-dot-1,It's Time for OAuth 2.1 • Aaron Parecki
2021-10-29,https://apihandyman.io/anarchy-in-the-resource-path/,API Handyman | Anarchy in the resource path
2021-10-29,https://blog.assetnote.io/2021/04/05/contextual-content-discovery/,Contextual Content Discovery: You've forgotten about the API endpoints – Assetnote
2021-10-29,https://cyberprotection-magazine.com/taking-charge-of-the-api-security-lifecycle/,Taking charge of the API security lifecycle - Cyber Protection Magazine
2021-10-29,https://http.cat/,"HTTP Status Codes, as Cats"
2021-10-29,https://levelup.gitconnected.com/how-to-use-openapi-for-secure-and-robust-api-integration-df1bb37b569d,"How to Use OpenAPI for Secure and Robust API Integration | Level Up Coding"
2021-10-29,https://nordicapis.com/analyzing-trends-across-200000-openapi-files/,"Analyzing Trends Across 200,000 OpenAPI Files | Nordic APIs"
2021-10-29,https://oauth.net/2.1/,OAuth 2.1
2021-10-29,https://www.datatheorem.com/news/2021/data-theorem-intro-first-api-attack-surface-calculator,Data Theorem Introduces Industry’s First API Attack Surface Calculator
2021-10-29,https://httpstatusdogs.com/,"HTTP Status Codes, as Dogs"
2021-10-29,https://random-d.uk/http,"HTTP Status Codes, as Ducks"
2021-10-29,https://changelog.com/podcast/456,"OAuth, ""It's complicated."""
2021-10-29,https://www.jvt.me/posts/2021/01/05/why-content-negotiation/,Why I Consistently Reach for Server-Driven Content Negotiation (For Versioning)
2021-10-29,https://curity.io/resources/learn/phantom-token-pattern/,The Phantom Token Approach
